split,split_label,assay_id,consensus_ko_pearson,q25,q75,n_methods,difficulty
field_holdout_sanity,Field,cell_proliferation_marker_mki67::Biohub_OPS0057,0.6370560272516272,0.6150797721911961,0.6473588842323563,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,chaperones_hspa1b::Biohub_OPS0028,0.8326702776759155,0.8228673603212517,0.8408919361472299,10,Readable (≥0.75)
field_holdout_sanity,Field,chaperones_hspa1b::Biohub_OPS0072,0.7463752970612316,0.7403752858430648,0.7512594046367016,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,chromalive_488_excitation::Biohub_OPS0002,0.6400634605145734,0.6205340986679149,0.6489154060826957,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,chromalive_488_excitation::Biohub_OPS0051,0.6993708036201014,0.6798494912458822,0.7165317336965538,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,chromatin_h2bc21::Biohub_OPS0064,0.6705517017648766,0.6478014594110779,0.6829511922617105,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,chromatin_h2bc21::Biohub_OPS0069,0.6947236376886352,0.6815277030375909,0.7049018769801204,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,clathrin_vesicles_clta::Biohub_OPS0018,0.8577511569852947,0.8520442565638071,0.8681724567482854,10,Readable (≥0.75)
field_holdout_sanity,Field,clathrin_vesicles_clta::Biohub_OPS0019,0.8937815920726597,0.8888078159315523,0.8969649902723372,10,Readable (≥0.75)
field_holdout_sanity,Field,early_endosome_eea1::Biohub_OPS0039,0.8759963164618558,0.8679227584026543,0.8822417007221921,10,Readable (≥0.75)
field_holdout_sanity,Field,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye::Biohub_OPS0053,0.6005871816295308,0.5168806001890462,0.6474754609140968,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye::Biohub_OPS0064,0.6678431282830328,0.6569972085410675,0.6788009816844404,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,endosome_vps35::Biohub_OPS0013,0.7178246954704479,0.699909796863317,0.7293619391026809,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,endosome_vps35::Biohub_OPS0025,0.8134299441883851,0.8000488864885044,0.821195451477776,10,Readable (≥0.75)
field_holdout_sanity,Field,er_cona::Biohub_OPS0043,0.6199518187670905,0.5882624919412154,0.6267449550498643,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,er_golgi_bridge_vapa::Biohub_OPS0020,0.7586746889819218,0.7396439635047312,0.7695195077068614,10,Readable (≥0.75)
field_holdout_sanity,Field,er_golgi_bridge_vapa::Biohub_OPS0021,0.767358447894086,0.7320413645027317,0.7841848952195671,10,Readable (≥0.75)
field_holdout_sanity,Field,er_golgi_cop-ii_sec23a::Biohub_OPS0035,0.8886662986767604,0.8837673743218001,0.8959634298795212,10,Readable (≥0.75)
field_holdout_sanity,Field,er_golgi_cope::Biohub_OPS0023,0.6381710567112455,0.5528684347112747,0.6555531027066122,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,er_golgi_cope::Biohub_OPS0074,0.7789956688412856,0.7757004663323024,0.7822045546105483,10,Readable (≥0.75)
field_holdout_sanity,Field,er_ncln::Biohub_OPS0052,0.570571920137315,0.5572679490640449,0.5770305567159897,10,Hard (<0.60)
field_holdout_sanity,Field,er_sec61b::Biohub_OPS0001,0.8864975732402608,0.881662634013891,0.8909612630354203,10,Readable (≥0.75)
field_holdout_sanity,Field,er_sec61b::Biohub_OPS0005,0.8130047917914861,0.8098888426484236,0.8202643180690428,10,Readable (≥0.75)
field_holdout_sanity,Field,er_sec61b::Biohub_OPS0006,0.7363107426037723,0.7301592350368153,0.7407272277129313,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,er_sec61b::Biohub_OPS0007,0.7405128656678972,0.7350813951807013,0.743107693814295,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,er_sec61b::Biohub_OPS0008,0.8050974776442004,0.7999722386986332,0.8114368323522523,10,Readable (≥0.75)
field_holdout_sanity,Field,er_sec61b::Biohub_OPS0009,0.7829947840286596,0.7769425001518603,0.7870308985224981,10,Readable (≥0.75)
field_holdout_sanity,Field,f-actin_phalloidin::Biohub_OPS0043,0.6582753689061001,0.6270506143946654,0.6662040989623363,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,fe2+_ferhonox_live-cell_dye::Biohub_OPS0047,0.8661625126006662,0.788617255410728,0.8776699868694939,10,Readable (≥0.75)
field_holdout_sanity,Field,fe2+_ferhonox_live-cell_dye::Biohub_OPS0067,0.3429935134456179,0.22030764186008198,0.39706201556856663,10,Hard (<0.60)
field_holdout_sanity,Field,late_endosome_rab7a::Biohub_OPS0014,0.8629082141553169,0.8008613512497645,0.871910181096082,10,Readable (≥0.75)
field_holdout_sanity,Field,late_endosome_rab7a::Biohub_OPS0026,0.8991185189447386,0.8961405996240716,0.904759394639786,10,Readable (≥0.75)
field_holdout_sanity,Field,lipid_droplet_bodipy_live_cell_dye::Biohub_OPS0034,0.8792257933351584,0.8731278014012066,0.8898094079324783,10,Readable (≥0.75)
field_holdout_sanity,Field,lipid_droplet_bodipy_live_cell_dye::Biohub_OPS0066,0.8851168401638233,0.8778140916013757,0.8955508145591322,10,Readable (≥0.75)
field_holdout_sanity,Field,lipid_droplet_plin2::Biohub_OPS0022,0.703669034288293,0.6579669543152977,0.7460050242918845,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,lipid_droplet_plin2::Biohub_OPS0065,0.5776542837597054,0.5519917440437814,0.5848251483856932,10,Hard (<0.60)
field_holdout_sanity,Field,lysosome_lamp1::Biohub_OPS0011,0.683006984744972,0.6658210644697926,0.688668612200418,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,lysosome_lamp1::Biohub_OPS0012,0.7595758253403491,0.737470611297912,0.771625879324225,10,Readable (≥0.75)
field_holdout_sanity,Field,lysosome_lysotracker_live-cell_dye::Biohub_OPS0044,0.8890111966758087,0.8857475670100632,0.8974159374238518,10,Readable (≥0.75)
field_holdout_sanity,Field,lysosome_lysotracker_live-cell_dye::Biohub_OPS0055,0.9116278665242841,0.9059979677233879,0.9178761003096438,10,Readable (≥0.75)
field_holdout_sanity,Field,lysosome_lysotracker_live-cell_dye::Biohub_OPS0056,0.9042987795148838,0.8936440804046217,0.9111459682480376,10,Readable (≥0.75)
field_holdout_sanity,Field,microtubules_map4::Biohub_OPS0046,0.7561333754684157,0.7195910426681402,0.7614748078900788,10,Readable (≥0.75)
field_holdout_sanity,Field,microtubules_tubulin::Biohub_OPS0043,0.6387486074737385,0.6050938997567086,0.6461108286326116,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,mitochondria_chromalive_561_excitation::Biohub_OPS0063,0.7247293272167759,0.7175186456261378,0.7408889224555081,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,mitochondria_chromalive_561_excitation::Biohub_OPS0075,0.7206375758038659,0.7146568857775266,0.7426612645469735,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,mitochondria_tomm20::Biohub_OPS0043,0.595188882135699,0.5643029794879222,0.6029522030782701,10,Hard (<0.60)
field_holdout_sanity,Field,mitochondria_tomm70a::Biohub_OPS0015,0.6944264027850796,0.6691333077736291,0.7056434742144171,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,mitochondria_tomm70a::Biohub_OPS0068,0.6388613652239372,0.6185779017306674,0.6500845798411683,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,nuclear_speckles_srrm2::Biohub_OPS0036,0.6742187421237102,0.6388584834187873,0.7059468147505998,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,nuclear_speckles_srrm2::Biohub_OPS0061,0.8012975728033045,0.7793672394985474,0.818189203931039,10,Readable (≥0.75)
field_holdout_sanity,Field,nuclei_hoechst::Biohub_OPS0043,0.6957461986339166,0.6789327778205476,0.7125332266536217,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,nuclei_nucleolive_live_cell_dye::Biohub_OPS0061,0.5938738459234726,0.5061625952042809,0.6259120961855008,10,Hard (<0.60)
field_holdout_sanity,Field,nuclei_nucleolive_live_cell_dye::Biohub_OPS0062,0.6786203504179507,0.5998341137753453,0.6874736239545904,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,nucleoli_npm1::Biohub_OPS0043,0.4764506522091697,0.43396455684699553,0.483449145664019,10,Hard (<0.60)
field_holdout_sanity,Field,nucleolus-dfc_fbl::Biohub_OPS0041,0.48568737593343647,0.46334871069938466,0.5132593226911328,10,Hard (<0.60)
field_holdout_sanity,Field,nucleolus-dfc_fbl::Biohub_OPS0062,0.7484433116899396,0.7273642033676253,0.7624955139942522,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,nucleolus-gc_npm3::Biohub_OPS0042,0.7240162659125478,0.6311590913983093,0.731993164214455,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,nucleolus-gc_npm3::Biohub_OPS0058,0.7539161641516623,0.7478103522310393,0.757732691868855,10,Readable (≥0.75)
field_holdout_sanity,Field,oxidative_stress_cellrox_live-cell_dye::Biohub_OPS0048,0.7202730662747304,0.6784494565568429,0.7322997131962585,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,oxidative_stress_cellrox_live-cell_dye::Biohub_OPS0069,0.5280455031489814,0.5205773847055496,0.5378297609712058,10,Hard (<0.60)
field_holdout_sanity,Field,p21::Biohub_OPS0077,0.5056495657750115,0.49496366559622873,0.5137907510253297,10,Hard (<0.60)
field_holdout_sanity,Field,p53::Biohub_OPS0077,0.4411170077572505,0.41305740864236606,0.4486080471100925,10,Hard (<0.60)
field_holdout_sanity,Field,peroxisome_peroxi_spy650_live_cell_dye::Biohub_OPS0045,0.7182995100644605,0.706325788413323,0.7411869622562948,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,peroxisome_peroxi_spy650_live_cell_dye::Biohub_OPS0057,0.7898661230833166,0.7721603255102412,0.8059394612621321,10,Readable (≥0.75)
field_holdout_sanity,Field,plasma_membrane_atp1b3::Biohub_OPS0032,0.6797541762115069,0.6607285003641615,0.6857496203330965,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,plasma_membrane_atp1b3::Biohub_OPS0071,0.650234040822339,0.6354680482048108,0.6598900034999349,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,plasma_membrane_slc3a2::Biohub_OPS0003,0.8868390880009953,0.8854570125924441,0.8914542178862921,10,Readable (≥0.75)
field_holdout_sanity,Field,plasma_membrane_slc3a2::Biohub_OPS0004,0.8742220251730606,0.8729567340507697,0.87988564660886,10,Readable (≥0.75)
field_holdout_sanity,Field,plasma_membrane_wga::Biohub_OPS0043,0.6683983990795661,0.6386252267745174,0.6759707743183618,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,prb::Biohub_OPS0077,0.41629775408515646,0.4030896003203978,0.4704530060009363,10,Hard (<0.60)
field_holdout_sanity,Field,proteasome_psmb7::Biohub_OPS0029,0.6006190228247255,0.580604802834958,0.6135110530079044,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,proteasome_psmb7::Biohub_OPS0070,0.4639248541986391,0.432344279428556,0.47132690279706296,10,Hard (<0.60)
field_holdout_sanity,Field,ps6::Biohub_OPS0077,0.557976408657033,0.5009590371178398,0.5660120066353379,10,Hard (<0.60)
field_holdout_sanity,Field,recycling_endosome_tfrc::Biohub_OPS0027,0.8029703644168058,0.7873039456949908,0.8161650218188001,10,Readable (≥0.75)
field_holdout_sanity,Field,recycling_endosome_tfrc::Biohub_OPS0060,0.8421067514208058,0.8248638060582444,0.8554174944919655,10,Readable (≥0.75)
field_holdout_sanity,Field,stress_granule_g3bp1::Biohub_OPS0037,0.9024642983351734,0.8957433520693856,0.9083815017862954,10,Readable (≥0.75)
field_holdout_sanity,Field,trans-golgi_vamp3::Biohub_OPS0030,0.6914413726264086,0.6687296246888349,0.700468225721851,10,Intermediate (0.60–0.75)
field_holdout_sanity,Field,trans-golgi_vamp3::Biohub_OPS0059,0.5745593136373095,0.5410429152994158,0.5855451177344223,10,Hard (<0.60)
gene_holdout_main,Gene,5xupre::Biohub_OPS0001,0.7805186922857864,0.7750099542895248,0.7878818991650074,10,Readable (≥0.75)
gene_holdout_main,Gene,5xupre::Biohub_OPS0005,0.7598630189518445,0.752981280412836,0.7606243075676451,10,Readable (≥0.75)
gene_holdout_main,Gene,5xupre::Biohub_OPS0006,0.7523684044658115,0.7502933939500549,0.758840141563096,10,Readable (≥0.75)
gene_holdout_main,Gene,5xupre::Biohub_OPS0007,0.7115265681218457,0.7021814509350932,0.7150063660478078,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,5xupre::Biohub_OPS0008,0.7497013651835274,0.7475949805249382,0.7543017109316995,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,5xupre::Biohub_OPS0009,0.7401484497523079,0.7341324972760522,0.7439177951856567,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0033,0.922245148108675,0.9204071865216835,0.9300109912609027,10,Readable (≥0.75)
gene_holdout_main,Gene,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0065,0.8929832865433934,0.886440925206693,0.9029080391722107,10,Readable (≥0.75)
gene_holdout_main,Gene,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0072,0.9316961654365772,0.9285076677187789,0.9360709857152681,10,Readable (≥0.75)
gene_holdout_main,Gene,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0074,0.9007623354408265,0.8943444171701029,0.9101340927314588,10,Readable (≥0.75)
gene_holdout_main,Gene,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0076,0.8534344316340152,0.8374802977062921,0.8659736939788983,10,Readable (≥0.75)
gene_holdout_main,Gene,autophagosome_atg101::Biohub_OPS0031,0.7119913660438479,0.6951170527441217,0.7241789880989589,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,autophagosome_atg101::Biohub_OPS0054,0.6892914862291959,0.6538939714433897,0.6917253448873915,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,autophagosome_map1lc3b::Biohub_OPS0016,0.6838157208629259,0.6696928470714933,0.7024939482094832,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,autophagosome_map1lc3b::Biohub_OPS0017,0.6849335654289512,0.5927543930056304,0.7020929481515163,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,autophagosome_map1lc3b::Biohub_OPS0040,0.914564971090518,0.9051535691780065,0.9202520274829092,10,Readable (≥0.75)
gene_holdout_main,Gene,b-catenin::Biohub_OPS0077,0.5556902308691383,0.502278172716414,0.5607073285942371,10,Hard (<0.60)
gene_holdout_main,Gene,c-myc::Biohub_OPS0077,0.5492729643107127,0.5320676052737048,0.5576327754318028,10,Hard (<0.60)
gene_holdout_main,Gene,caspase_activity_cellevent-caspase_live-cell_dye::Biohub_OPS0050,0.6037103253459934,0.5453392417894652,0.6130974307108426,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,caspase_activity_cellevent-caspase_live-cell_dye::Biohub_OPS0073,0.5441267334896804,0.4940743724057728,0.5539082448534961,10,Hard (<0.60)
gene_holdout_main,Gene,cell_proliferation_marker_mki67::Biohub_OPS0045,0.6339553413364793,0.6129345989724613,0.6450204505015537,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,cell_proliferation_marker_mki67::Biohub_OPS0057,0.6704932463677773,0.663380380687646,0.6921879458655124,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,chaperones_hspa1b::Biohub_OPS0028,0.8726126914372044,0.863140787785301,0.8820819377914403,10,Readable (≥0.75)
gene_holdout_main,Gene,chaperones_hspa1b::Biohub_OPS0072,0.8026177566640722,0.7969618342384299,0.8085955222686897,10,Readable (≥0.75)
gene_holdout_main,Gene,chromalive_488_excitation::Biohub_OPS0002,0.6714551791337138,0.65687318108371,0.6758991741603882,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,chromalive_488_excitation::Biohub_OPS0051,0.7690630688772787,0.7404613657387088,0.7766249139589608,10,Readable (≥0.75)
gene_holdout_main,Gene,chromatin_h2bc21::Biohub_OPS0064,0.7427345722893648,0.7232522796134032,0.7575244537412023,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,chromatin_h2bc21::Biohub_OPS0069,0.7825893095069224,0.7719489193124911,0.7932299792981065,10,Readable (≥0.75)
gene_holdout_main,Gene,clathrin_vesicles_clta::Biohub_OPS0018,0.8917933839686853,0.884684422114309,0.9010057730870625,10,Readable (≥0.75)
gene_holdout_main,Gene,clathrin_vesicles_clta::Biohub_OPS0019,0.9284908014835068,0.9257443311891742,0.9348531013703871,10,Readable (≥0.75)
gene_holdout_main,Gene,early_endosome_eea1::Biohub_OPS0039,0.919250148659107,0.9145756426698421,0.923428964260954,10,Readable (≥0.75)
gene_holdout_main,Gene,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye::Biohub_OPS0053,0.629190808376081,0.5492167167464446,0.6720972485177275,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye::Biohub_OPS0064,0.7283189032898748,0.7180240933697766,0.7400381303283423,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,endosome_vps35::Biohub_OPS0013,0.7423781756642036,0.7234700430337643,0.7570933228156856,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,endosome_vps35::Biohub_OPS0025,0.8490768483630974,0.8339817657220896,0.8598537925070092,10,Readable (≥0.75)
gene_holdout_main,Gene,er_cona::Biohub_OPS0043,0.705155503099017,0.6820435601300139,0.7094448553565869,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,er_golgi_bridge_vapa::Biohub_OPS0020,0.8044983399735567,0.7897593404623415,0.8170381095347069,10,Readable (≥0.75)
gene_holdout_main,Gene,er_golgi_bridge_vapa::Biohub_OPS0021,0.7963054977554933,0.7677461627210354,0.8088200530007056,10,Readable (≥0.75)
gene_holdout_main,Gene,er_golgi_cop-ii_sec23a::Biohub_OPS0035,0.9248014632868701,0.9200777628568334,0.9328322714862421,10,Readable (≥0.75)
gene_holdout_main,Gene,er_golgi_cope::Biohub_OPS0023,0.6874420449829279,0.6071605564504242,0.7006479428231849,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,er_golgi_cope::Biohub_OPS0074,0.8197124858229369,0.815792198909535,0.8229178175451555,10,Readable (≥0.75)
gene_holdout_main,Gene,er_ncln::Biohub_OPS0052,0.6531121377034973,0.6375740150563252,0.6566181724958463,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,er_sec61b::Biohub_OPS0001,0.9112652067362678,0.9091847759665823,0.9158069087876233,10,Readable (≥0.75)
gene_holdout_main,Gene,er_sec61b::Biohub_OPS0005,0.8381946709947761,0.836244647853747,0.8441927069532795,10,Readable (≥0.75)
gene_holdout_main,Gene,er_sec61b::Biohub_OPS0006,0.7893016328104725,0.7830979030768415,0.7943343641959443,10,Readable (≥0.75)
gene_holdout_main,Gene,er_sec61b::Biohub_OPS0007,0.7728483967813597,0.7657524701819598,0.7740962357055067,10,Readable (≥0.75)
gene_holdout_main,Gene,er_sec61b::Biohub_OPS0008,0.829567718731324,0.8269101105643819,0.8348763317783262,10,Readable (≥0.75)
gene_holdout_main,Gene,er_sec61b::Biohub_OPS0009,0.8072915795146052,0.8057174556840774,0.8130761875779424,10,Readable (≥0.75)
gene_holdout_main,Gene,f-actin_phalloidin::Biohub_OPS0043,0.7399577889680745,0.7194705450698085,0.7455906001890639,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,fe2+_ferhonox_live-cell_dye::Biohub_OPS0047,0.9004284201283214,0.8226205682054314,0.9076666146198081,10,Readable (≥0.75)
gene_holdout_main,Gene,fe2+_ferhonox_live-cell_dye::Biohub_OPS0067,0.417664302429281,0.272382771356886,0.4718333766354956,10,Hard (<0.60)
gene_holdout_main,Gene,late_endosome_rab7a::Biohub_OPS0014,0.9000626455466862,0.8229728768851412,0.9060106617883346,10,Readable (≥0.75)
gene_holdout_main,Gene,late_endosome_rab7a::Biohub_OPS0026,0.9195354358628616,0.9177704453138871,0.9249847865472989,10,Readable (≥0.75)
gene_holdout_main,Gene,lipid_droplet_bodipy_live_cell_dye::Biohub_OPS0034,0.9118596628660116,0.9077322348427029,0.9196464010737707,10,Readable (≥0.75)
gene_holdout_main,Gene,lipid_droplet_bodipy_live_cell_dye::Biohub_OPS0066,0.9211784513205811,0.9165025699881534,0.9301194690997627,10,Readable (≥0.75)
gene_holdout_main,Gene,lipid_droplet_plin2::Biohub_OPS0022,0.7488054631224916,0.7017949540141057,0.78369695453452,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,lipid_droplet_plin2::Biohub_OPS0065,0.5784764651203245,0.5574241178419022,0.5950832454793291,10,Hard (<0.60)
gene_holdout_main,Gene,lysosome_lamp1::Biohub_OPS0011,0.7184735911494383,0.707100797914184,0.7304250287386838,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,lysosome_lamp1::Biohub_OPS0012,0.8066343029897003,0.7899625691044203,0.8140470511018512,10,Readable (≥0.75)
gene_holdout_main,Gene,lysosome_lysotracker_live-cell_dye::Biohub_OPS0044,0.9123450161388216,0.8742104428751178,0.9180034716458529,10,Readable (≥0.75)
gene_holdout_main,Gene,lysosome_lysotracker_live-cell_dye::Biohub_OPS0055,0.939277926939807,0.9321645394526714,0.9435915096964398,10,Readable (≥0.75)
gene_holdout_main,Gene,lysosome_lysotracker_live-cell_dye::Biohub_OPS0056,0.9349140224850194,0.9222942686641574,0.9408198582348346,10,Readable (≥0.75)
gene_holdout_main,Gene,microtubules_map4::Biohub_OPS0046,0.8168677864597762,0.7788503684455236,0.820370015794989,10,Readable (≥0.75)
gene_holdout_main,Gene,microtubules_tubulin::Biohub_OPS0043,0.718607146667578,0.6918252996669075,0.7233360048055347,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,mitochondria_chromalive_561_excitation::Biohub_OPS0063,0.7997617176874832,0.7849754634219434,0.8145664827879009,10,Readable (≥0.75)
gene_holdout_main,Gene,mitochondria_chromalive_561_excitation::Biohub_OPS0075,0.79878315339955,0.7952241865144596,0.8113703675055559,10,Readable (≥0.75)
gene_holdout_main,Gene,mitochondria_tomm20::Biohub_OPS0043,0.6804811886463704,0.661625954506998,0.6887009678915219,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,mitochondria_tomm70a::Biohub_OPS0015,0.7400225161700158,0.7220030863580306,0.7446453344255007,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,mitochondria_tomm70a::Biohub_OPS0068,0.697733473592884,0.683526295902463,0.7094803784474375,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,nuclear_speckles_srrm2::Biohub_OPS0036,0.7602570355098983,0.728291404819258,0.7883672073111898,10,Readable (≥0.75)
gene_holdout_main,Gene,nuclear_speckles_srrm2::Biohub_OPS0061,0.8488053296392553,0.8375884367777441,0.8658484677086975,10,Readable (≥0.75)
gene_holdout_main,Gene,nuclei_hoechst::Biohub_OPS0043,0.7314091568777585,0.7196403364191983,0.7497251286613155,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,nuclei_nucleolive_live_cell_dye::Biohub_OPS0061,0.6041418174636228,0.5285610738502962,0.6485396492013366,10,Intermediate (0.60–0.75)
gene_holdout_main,Gene,nuclei_nucleolive_live_cell_dye::Biohub_OPS0062,0.7783980797325993,0.6926588193802768,0.7831373271586354,10,Readable (≥0.75)
gene_holdout_main,Gene,nucleoli_npm1::Biohub_OPS0043,0.533391683728828,0.49655317158533774,0.5424973553080364,10,Hard (<0.60)
gene_holdout_main,Gene,nucleolus-dfc_fbl::Biohub_OPS0041,0.5518782434268914,0.5234564011065819,0.565318491796393,10,Hard (<0.60)
gene_holdout_main,Gene,nucleolus-dfc_fbl::Biohub_OPS0062,0.7963200749558577,0.7773723366088352,0.8128461868957151,10,Readable (≥0.75)
gene_holdout_main,Gene,nucleolus-gc_npm3::Biohub_OPS0042,0.8060984135959947,0.7237915779106472,0.8169716280139684,10,Readable (≥0.75)
gene_holdout_main,Gene,nucleolus-gc_npm3::Biohub_OPS0058,0.8333851415707121,0.8013843634175233,0.8393946542635461,10,Readable (≥0.75)
