draw,permuted_r2,permutation_seed,observed_r2,n_reporters_complete_case
76,0.06316822840025171,20260848,0.387126991102116,35
77,0.05974865092763382,20260848,0.387126991102116,35
78,0.0914603019135436,20260848,0.387126991102116,35
79,0.03144958412763876,20260848,0.387126991102116,35
80,0.1127041067821174,20260848,0.387126991102116,35
81,0.08529029247080722,20260848,0.387126991102116,35
82,0.03747465019677221,20260848,0.387126991102116,35
83,0.1365270388394565,20260848,0.387126991102116,35
84,0.03762256608073322,20260848,0.387126991102116,35
85,0.17868446387657688,20260848,0.387126991102116,35
86,0.0903139203353378,20260848,0.387126991102116,35
87,0.036372191217661,20260848,0.387126991102116,35
88,0.04721938190960795,20260848,0.387126991102116,35
89,0.048147563848158215,20260848,0.387126991102116,35
90,0.02853691815127446,20260848,0.387126991102116,35
91,0.13796164726935634,20260848,0.387126991102116,35
92,0.0492056949459353,20260848,0.387126991102116,35
93,0.041656597025192976,20260848,0.387126991102116,35
94,0.23156218557251218,20260848,0.387126991102116,35
95,0.06157219618627152,20260848,0.387126991102116,35
96,0.07068473571352674,20260848,0.387126991102116,35
97,0.07573040454617941,20260848,0.387126991102116,35
98,0.21525344200175411,20260848,0.387126991102116,35
99,0.008497084990481074,20260848,0.387126991102116,35
100,0.09712724823874397,20260848,0.387126991102116,35
101,0.029543475193599678,20260848,0.387126991102116,35
102,0.01717757583010804,20260848,0.387126991102116,35
103,0.12830543160300767,20260848,0.387126991102116,35
104,0.09453897000143163,20260848,0.387126991102116,35
105,0.08863431136538402,20260848,0.387126991102116,35
106,0.03907539156420792,20260848,0.387126991102116,35
107,0.15611904538885113,20260848,0.387126991102116,35
108,0.08788902576990787,20260848,0.387126991102116,35
109,0.11381017851675124,20260848,0.387126991102116,35
110,0.17764317504193972,20260848,0.387126991102116,35
111,0.12359966434004,20260848,0.387126991102116,35
112,0.047107582606050635,20260848,0.387126991102116,35
113,0.06159582414240827,20260848,0.387126991102116,35
114,0.04990615744287685,20260848,0.387126991102116,35
115,0.0449295005214021,20260848,0.387126991102116,35
116,0.007021597770394017,20260848,0.387126991102116,35
117,0.06674131637767655,20260848,0.387126991102116,35
118,0.020859262195143446,20260848,0.387126991102116,35
119,0.08203739991192871,20260848,0.387126991102116,35
120,0.01347062605822602,20260848,0.387126991102116,35
121,0.31180849908973163,20260848,0.387126991102116,35
122,0.03246472734552874,20260848,0.387126991102116,35
123,0.018769664912692496,20260848,0.387126991102116,35
124,0.06496740456590333,20260848,0.387126991102116,35
125,0.07391223284658077,20260848,0.387126991102116,35
126,0.07689491262362247,20260848,0.387126991102116,35
127,0.04888563587336048,20260848,0.387126991102116,35
128,0.2545144078262108,20260848,0.387126991102116,35
129,0.07383033469597933,20260848,0.387126991102116,35
130,0.2141097385013181,20260848,0.387126991102116,35
131,0.04670687315501676,20260848,0.387126991102116,35
132,0.0875996923209379,20260848,0.387126991102116,35
133,0.052604666727051,20260848,0.387126991102116,35
134,0.33006897855774664,20260848,0.387126991102116,35
135,0.10101390619446704,20260848,0.387126991102116,35
136,0.14756456510900384,20260848,0.387126991102116,35
137,0.030919854379932832,20260848,0.387126991102116,35
138,0.0009138953782644732,20260848,0.387126991102116,35
139,0.11406003366840378,20260848,0.387126991102116,35
140,0.036426573538918094,20260848,0.387126991102116,35
141,0.011725516209324938,20260848,0.387126991102116,35
142,0.0517839904029781,20260848,0.387126991102116,35
143,0.05900277884528693,20260848,0.387126991102116,35
144,0.13650780997085965,20260848,0.387126991102116,35
145,0.0754796752844814,20260848,0.387126991102116,35
146,0.13426751329002096,20260848,0.387126991102116,35
147,0.13120434949692084,20260848,0.387126991102116,35
148,0.03301451830606894,20260848,0.387126991102116,35
149,0.10739931080875276,20260848,0.387126991102116,35
150,0.12082855006932947,20260848,0.387126991102116,35
151,0.05866157633913671,20260848,0.387126991102116,35
152,0.09663335594108824,20260848,0.387126991102116,35
153,0.14662192072992164,20260848,0.387126991102116,35
154,0.0003051785552187214,20260848,0.387126991102116,35
155,0.028226127896220143,20260848,0.387126991102116,35
156,0.04776239506486102,20260848,0.387126991102116,35
157,0.08821980089809345,20260848,0.387126991102116,35
158,0.18307624969586977,20260848,0.387126991102116,35
159,0.07769074882694216,20260848,0.387126991102116,35
160,0.14426942392665876,20260848,0.387126991102116,35
161,0.07268027410220823,20260848,0.387126991102116,35
162,0.1670660508297832,20260848,0.387126991102116,35
163,0.050725126442096036,20260848,0.387126991102116,35
164,0.04444786162290448,20260848,0.387126991102116,35
165,0.042651497831104224,20260848,0.387126991102116,35
166,0.053606012339835196,20260848,0.387126991102116,35
167,0.01490924353943368,20260848,0.387126991102116,35
168,0.06054146548198458,20260848,0.387126991102116,35
169,0.1658901501619786,20260848,0.387126991102116,35
170,0.05162699101966706,20260848,0.387126991102116,35
171,0.032378352470002536,20260848,0.387126991102116,35
172,0.03270911170055646,20260848,0.387126991102116,35
173,0.09007158491730616,20260848,0.387126991102116,35
174,0.19700009824822884,20260848,0.387126991102116,35
175,0.03611549040381268,20260848,0.387126991102116,35
176,0.008118307278441206,20260848,0.387126991102116,35
177,0.1697498921228897,20260848,0.387126991102116,35
178,0.09533148468152952,20260848,0.387126991102116,35
179,0.142541470287457,20260848,0.387126991102116,35
180,0.058730010053922976,20260848,0.387126991102116,35
181,0.08696613835343114,20260848,0.387126991102116,35
182,0.03005277563127573,20260848,0.387126991102116,35
183,0.05238570378933416,20260848,0.387126991102116,35
184,0.054861068659199375,20260848,0.387126991102116,35
185,0.07575954871290946,20260848,0.387126991102116,35
186,0.13102206806414463,20260848,0.387126991102116,35
187,0.050421199399965366,20260848,0.387126991102116,35
188,0.19933783747994305,20260848,0.387126991102116,35
189,0.058039799765178146,20260848,0.387126991102116,35
190,0.1436090675148609,20260848,0.387126991102116,35
191,0.14259031739428862,20260848,0.387126991102116,35
192,0.11642684261113223,20260848,0.387126991102116,35
193,0.15728856994062612,20260848,0.387126991102116,35
194,0.13108538236786083,20260848,0.387126991102116,35
195,0.054845522861189266,20260848,0.387126991102116,35
196,0.01482717330965988,20260848,0.387126991102116,35
197,0.09552596149615855,20260848,0.387126991102116,35
198,0.02875250283096764,20260848,0.387126991102116,35
199,0.09686094731388561,20260848,0.387126991102116,35
200,0.21706026599145556,20260848,0.387126991102116,35
201,0.04393790653688889,20260848,0.387126991102116,35
202,0.11250442121320903,20260848,0.387126991102116,35
203,0.11565534553469792,20260848,0.387126991102116,35
204,0.13752536078883737,20260848,0.387126991102116,35
205,0.056240815406759403,20260848,0.387126991102116,35
206,0.03235958951191931,20260848,0.387126991102116,35
207,0.04453146416287512,20260848,0.387126991102116,35
208,0.14031097794261005,20260848,0.387126991102116,35
209,0.0521852668605548,20260848,0.387126991102116,35
210,0.02740096173844797,20260848,0.387126991102116,35
211,0.019249943302135475,20260848,0.387126991102116,35
212,0.03344619041057939,20260848,0.387126991102116,35
213,0.04327322003154965,20260848,0.387126991102116,35
214,0.01165164425126175,20260848,0.387126991102116,35
215,0.15858613150809264,20260848,0.387126991102116,35
216,0.0900760718646616,20260848,0.387126991102116,35
217,0.034958000653355636,20260848,0.387126991102116,35
218,0.05264472256296471,20260848,0.387126991102116,35
219,0.20478459685272332,20260848,0.387126991102116,35
220,0.14282431261579354,20260848,0.387126991102116,35
221,0.18045013031338442,20260848,0.387126991102116,35
222,0.02299316631247106,20260848,0.387126991102116,35
223,0.03489217820344237,20260848,0.387126991102116,35
224,0.051236468034182026,20260848,0.387126991102116,35
225,0.228768661243691,20260848,0.387126991102116,35
226,0.22391342185854168,20260848,0.387126991102116,35
227,0.1293057262862406,20260848,0.387126991102116,35
228,0.075111727409781,20260848,0.387126991102116,35
229,0.07750299431338259,20260848,0.387126991102116,35
230,0.06208168782034329,20260848,0.387126991102116,35
231,0.049823983500590696,20260848,0.387126991102116,35
232,0.06048954543695573,20260848,0.387126991102116,35
233,0.03213562588628449,20260848,0.387126991102116,35
234,0.09871955308401281,20260848,0.387126991102116,35
235,0.31914650013180534,20260848,0.387126991102116,35
236,0.09355192397433354,20260848,0.387126991102116,35
237,0.0960212713690265,20260848,0.387126991102116,35
238,0.0450835574696099,20260848,0.387126991102116,35
239,0.07989227047968084,20260848,0.387126991102116,35
240,0.07917587658708913,20260848,0.387126991102116,35
241,0.08723966378168746,20260848,0.387126991102116,35
242,0.060719689807939514,20260848,0.387126991102116,35
243,0.07296394954917185,20260848,0.387126991102116,35
244,0.10805732048139449,20260848,0.387126991102116,35
245,0.08849227565859541,20260848,0.387126991102116,35
246,0.07842607682102909,20260848,0.387126991102116,35
247,0.06310185481875441,20260848,0.387126991102116,35
248,0.16331333279851512,20260848,0.387126991102116,35
249,0.2733010388733348,20260848,0.387126991102116,35
250,0.023063608717856177,20260848,0.387126991102116,35
251,0.14466101675775012,20260848,0.387126991102116,35
252,0.056745389229853394,20260848,0.387126991102116,35
253,0.05090307035370356,20260848,0.387126991102116,35
254,0.0510793813892263,20260848,0.387126991102116,35
255,0.044534345753977966,20260848,0.387126991102116,35
256,0.2925041176644487,20260848,0.387126991102116,35
257,0.06711089310178264,20260848,0.387126991102116,35
258,0.029453929758835207,20260848,0.387126991102116,35
259,0.06324344941583238,20260848,0.387126991102116,35
260,0.057326883109412474,20260848,0.387126991102116,35
261,0.04930990675370417,20260848,0.387126991102116,35
262,0.034225679005678966,20260848,0.387126991102116,35
263,0.030620953088208558,20260848,0.387126991102116,35
264,0.060135197569380905,20260848,0.387126991102116,35
265,0.06059546416626471,20260848,0.387126991102116,35
266,0.026464018125028077,20260848,0.387126991102116,35
267,0.053667896526127246,20260848,0.387126991102116,35
268,0.035638627300143,20260848,0.387126991102116,35
269,0.11529821075492663,20260848,0.387126991102116,35
270,0.13227923730800328,20260848,0.387126991102116,35
271,0.27092604324949754,20260848,0.387126991102116,35
272,0.22539624430128613,20260848,0.387126991102116,35
273,0.15386090401713692,20260848,0.387126991102116,35
274,0.04839840215361613,20260848,0.387126991102116,35
275,0.21860277164214614,20260848,0.387126991102116,35
276,0.03440129478799536,20260848,0.387126991102116,35
277,0.05928174830980659,20260848,0.387126991102116,35
278,0.08431022618109008,20260848,0.387126991102116,35
279,0.036362195472990244,20260848,0.387126991102116,35
280,0.05169288759513546,20260848,0.387126991102116,35
281,0.004499005696789626,20260848,0.387126991102116,35
282,0.01899954784059621,20260848,0.387126991102116,35
283,0.10079382709127072,20260848,0.387126991102116,35
284,0.05286117559050674,20260848,0.387126991102116,35
285,0.023706370284535927,20260848,0.387126991102116,35
286,0.07889522965645401,20260848,0.387126991102116,35
287,0.11281060387195174,20260848,0.387126991102116,35
288,0.05524047576696001,20260848,0.387126991102116,35
289,0.030978978274084135,20260848,0.387126991102116,35
290,0.3005825857433325,20260848,0.387126991102116,35
291,0.07976945481721032,20260848,0.387126991102116,35
292,0.057840756503064195,20260848,0.387126991102116,35
293,0.10069371903908342,20260848,0.387126991102116,35
294,0.07842344338880114,20260848,0.387126991102116,35
295,0.3030329453830286,20260848,0.387126991102116,35
296,0.02469871785445943,20260848,0.387126991102116,35
297,0.027218725936130173,20260848,0.387126991102116,35
298,0.07945088581890214,20260848,0.387126991102116,35
299,0.04558805540773769,20260848,0.387126991102116,35
300,0.09328692010323159,20260848,0.387126991102116,35
301,0.13781322235283888,20260848,0.387126991102116,35
302,0.12885532736230976,20260848,0.387126991102116,35
303,0.05866235910375317,20260848,0.387126991102116,35
304,0.04448446375169479,20260848,0.387126991102116,35
305,0.0480045790179332,20260848,0.387126991102116,35
306,0.05007708483063744,20260848,0.387126991102116,35
307,0.008651035218718683,20260848,0.387126991102116,35
308,0.012603531131687884,20260848,0.387126991102116,35
309,0.13425183187067524,20260848,0.387126991102116,35
310,0.10763051397346202,20260848,0.387126991102116,35
311,0.05149374045871613,20260848,0.387126991102116,35
312,0.11855261611642187,20260848,0.387126991102116,35
313,0.1309806306073109,20260848,0.387126991102116,35
314,0.12346159926146605,20260848,0.387126991102116,35
315,0.019211942704275287,20260848,0.387126991102116,35
316,0.0383361779331709,20260848,0.387126991102116,35
317,0.05090672960283982,20260848,0.387126991102116,35
318,0.12304678974062633,20260848,0.387126991102116,35
319,0.04962802139596423,20260848,0.387126991102116,35
320,0.09466006172318187,20260848,0.387126991102116,35
321,0.07642126593271814,20260848,0.387126991102116,35
322,0.06519013084528191,20260848,0.387126991102116,35
323,0.19812937406816766,20260848,0.387126991102116,35
324,0.05554140394491269,20260848,0.387126991102116,35
325,0.04944274904443813,20260848,0.387126991102116,35
326,0.07100285070511858,20260848,0.387126991102116,35
327,0.03733243879464632,20260848,0.387126991102116,35
328,0.07586643406073035,20260848,0.387126991102116,35
329,0.09311055072170726,20260848,0.387126991102116,35
330,0.17199844919310425,20260848,0.387126991102116,35
331,0.003232730532952144,20260848,0.387126991102116,35
332,0.08260692943647385,20260848,0.387126991102116,35
333,0.0740390655419585,20260848,0.387126991102116,35
334,0.20778334433068946,20260848,0.387126991102116,35
335,0.046145757635112306,20260848,0.387126991102116,35
336,0.04232363363722347,20260848,0.387126991102116,35
337,0.12312887630838498,20260848,0.387126991102116,35
338,0.021240165861675542,20260848,0.387126991102116,35
339,0.11047649800329506,20260848,0.387126991102116,35
340,0.06911837577740132,20260848,0.387126991102116,35
341,0.01877956840097761,20260848,0.387126991102116,35
342,0.07673946128723863,20260848,0.387126991102116,35
343,0.18113367256010848,20260848,0.387126991102116,35
344,0.0563953981190376,20260848,0.387126991102116,35
345,0.04303811530083956,20260848,0.387126991102116,35
346,0.047958599956919645,20260848,0.387126991102116,35
347,0.04677855226231997,20260848,0.387126991102116,35
348,0.2537327633945615,20260848,0.387126991102116,35
349,0.0414845986272393,20260848,0.387126991102116,35
350,0.08362438841020126,20260848,0.387126991102116,35
351,0.06516352026216343,20260848,0.387126991102116,35
352,0.17367945505196436,20260848,0.387126991102116,35
353,0.053673049675657,20260848,0.387126991102116,35
354,0.020584168749012144,20260848,0.387126991102116,35
355,0.21777226274702643,20260848,0.387126991102116,35
356,0.04428810622811907,20260848,0.387126991102116,35
357,0.007616412940321005,20260848,0.387126991102116,35
358,0.050479059761919465,20260848,0.387126991102116,35
359,0.1946665363306358,20260848,0.387126991102116,35
360,0.10610914914528946,20260848,0.387126991102116,35
361,0.026447846744941605,20260848,0.387126991102116,35
362,0.02906581247415696,20260848,0.387126991102116,35
363,0.23497845174833687,20260848,0.387126991102116,35
364,0.03972608805935329,20260848,0.387126991102116,35
365,0.03796031075268458,20260848,0.387126991102116,35
366,0.11016678794651058,20260848,0.387126991102116,35
367,0.15057911610068775,20260848,0.387126991102116,35
368,0.013465529742353821,20260848,0.387126991102116,35
369,0.06771274448755282,20260848,0.387126991102116,35
370,0.11146651707882149,20260848,0.387126991102116,35
371,0.13349059218561943,20260848,0.387126991102116,35
372,0.01720599919037913,20260848,0.387126991102116,35
373,0.14118471705190383,20260848,0.387126991102116,35
374,0.04236018214932047,20260848,0.387126991102116,35
375,0.18159373493058184,20260848,0.387126991102116,35
376,0.06935751197039497,20260848,0.387126991102116,35
377,0.09539609048962183,20260848,0.387126991102116,35
378,0.13244055862728066,20260848,0.387126991102116,35
379,0.07547675125281206,20260848,0.387126991102116,35
380,0.12569813830735976,20260848,0.387126991102116,35
381,0.04664830526247332,20260848,0.387126991102116,35
382,0.07035651338418636,20260848,0.387126991102116,35
383,0.02123375508800951,20260848,0.387126991102116,35
384,0.0648864138811095,20260848,0.387126991102116,35
385,0.12037670583951399,20260848,0.387126991102116,35
386,0.0254265157724064,20260848,0.387126991102116,35
387,0.036658486293733916,20260848,0.387126991102116,35
388,0.09290849848714477,20260848,0.387126991102116,35
389,0.05794064040429803,20260848,0.387126991102116,35
390,0.12222806390401775,20260848,0.387126991102116,35
391,0.08976149339314954,20260848,0.387126991102116,35
392,0.050356633208640256,20260848,0.387126991102116,35
393,0.11160791441192663,20260848,0.387126991102116,35
394,0.03140828731663814,20260848,0.387126991102116,35
395,0.0062867765983491974,20260848,0.387126991102116,35
396,0.02800393453628447,20260848,0.387126991102116,35
397,0.016665130215269608,20260848,0.387126991102116,35
398,0.18596409802164626,20260848,0.387126991102116,35
399,0.13585533924173088,20260848,0.387126991102116,35
400,0.07578361698018432,20260848,0.387126991102116,35
401,0.05806469898448363,20260848,0.387126991102116,35
402,0.018249087047781387,20260848,0.387126991102116,35
403,0.03576250411940729,20260848,0.387126991102116,35
404,0.08893257962621781,20260848,0.387126991102116,35
405,0.048890326145995755,20260848,0.387126991102116,35
406,0.049808538471029395,20260848,0.387126991102116,35
407,0.009454077102693748,20260848,0.387126991102116,35
408,0.2742386635889681,20260848,0.387126991102116,35
409,0.06206177953029357,20260848,0.387126991102116,35
410,0.032722133125629105,20260848,0.387126991102116,35
411,0.16041175964066723,20260848,0.387126991102116,35
412,0.20869705262489457,20260848,0.387126991102116,35
413,0.027751509129807284,20260848,0.387126991102116,35
414,0.030704789785752196,20260848,0.387126991102116,35
415,0.015221082497932859,20260848,0.387126991102116,35
416,0.020006882561129258,20260848,0.387126991102116,35
417,0.21948215239318525,20260848,0.387126991102116,35
418,0.08221651535645547,20260848,0.387126991102116,35
419,0.06509112007981521,20260848,0.387126991102116,35
420,0.01615976589647028,20260848,0.387126991102116,35
421,0.08313357358778528,20260848,0.387126991102116,35
422,0.00019874513994178056,20260848,0.387126991102116,35
423,0.19452630475479615,20260848,0.387126991102116,35
424,0.13810252450685934,20260848,0.387126991102116,35
425,0.0743647256962715,20260848,0.387126991102116,35
426,0.16850635321944019,20260848,0.387126991102116,35
427,0.0045756243750552095,20260848,0.387126991102116,35
428,0.05939565097022226,20260848,0.387126991102116,35
429,0.07239777590177743,20260848,0.387126991102116,35
430,0.08420774220912108,20260848,0.387126991102116,35
431,0.07798002643663082,20260848,0.387126991102116,35
432,0.057354771569311236,20260848,0.387126991102116,35
433,0.2210708168480784,20260848,0.387126991102116,35
434,0.18839986346862503,20260848,0.387126991102116,35
435,0.0026036868270952196,20260848,0.387126991102116,35
436,0.030681826820344038,20260848,0.387126991102116,35
437,0.19363643647022377,20260848,0.387126991102116,35
438,0.12473546558371429,20260848,0.387126991102116,35
439,0.043809004402088014,20260848,0.387126991102116,35
440,0.05602986783280217,20260848,0.387126991102116,35
441,0.12603295716741847,20260848,0.387126991102116,35
442,0.2694654454046682,20260848,0.387126991102116,35
443,0.03158306795572252,20260848,0.387126991102116,35
444,0.02643591686858371,20260848,0.387126991102116,35
445,0.05593458996267986,20260848,0.387126991102116,35
446,0.06582171722366781,20260848,0.387126991102116,35
447,0.03712926736457656,20260848,0.387126991102116,35
448,0.01300876728957534,20260848,0.387126991102116,35
449,0.07467541044134085,20260848,0.387126991102116,35
450,0.016154134102548845,20260848,0.387126991102116,35
451,0.08304572220197692,20260848,0.387126991102116,35
452,0.059946438335114816,20260848,0.387126991102116,35
453,0.0255066963398346,20260848,0.387126991102116,35
454,0.19961072387349255,20260848,0.387126991102116,35
455,0.04196953514604129,20260848,0.387126991102116,35
456,0.037719229315472225,20260848,0.387126991102116,35
457,0.20166671581444362,20260848,0.387126991102116,35
458,0.04648824512333227,20260848,0.387126991102116,35
459,0.13575411446683272,20260848,0.387126991102116,35
460,0.14419683877254463,20260848,0.387126991102116,35
461,0.04275387459602886,20260848,0.387126991102116,35
462,0.020944695517462697,20260848,0.387126991102116,35
463,0.026647671128636752,20260848,0.387126991102116,35
464,0.19570227761563086,20260848,0.387126991102116,35
465,0.061737673311000996,20260848,0.387126991102116,35
466,0.05200935474071777,20260848,0.387126991102116,35
467,0.12059645708363509,20260848,0.387126991102116,35
468,0.34003345235392934,20260848,0.387126991102116,35
469,0.0016624278553053484,20260848,0.387126991102116,35
470,0.0033198726466036055,20260848,0.387126991102116,35
471,0.150069932943233,20260848,0.387126991102116,35
472,0.22570461236446537,20260848,0.387126991102116,35
473,0.15427845308017185,20260848,0.387126991102116,35
474,0.07731835939702103,20260848,0.387126991102116,35
475,0.06925541177775318,20260848,0.387126991102116,35
476,0.05168658931596992,20260848,0.387126991102116,35
477,0.07910097055339038,20260848,0.387126991102116,35
478,0.1269840732389096,20260848,0.387126991102116,35
479,0.17804229161351837,20260848,0.387126991102116,35
480,0.1190421672548011,20260848,0.387126991102116,35
481,0.10786785951898581,20260848,0.387126991102116,35
482,0.19418428931603549,20260848,0.387126991102116,35
483,0.060717752326114316,20260848,0.387126991102116,35
484,0.03849132392721655,20260848,0.387126991102116,35
485,0.07986654134449911,20260848,0.387126991102116,35
486,0.07450914940481945,20260848,0.387126991102116,35
487,0.02249563174104552,20260848,0.387126991102116,35
488,0.13519110710519922,20260848,0.387126991102116,35
489,0.07648097309277335,20260848,0.387126991102116,35
490,0.028799338212239123,20260848,0.387126991102116,35
491,0.09761214574049426,20260848,0.387126991102116,35
492,0.16691660771404426,20260848,0.387126991102116,35
493,0.10198111993802894,20260848,0.387126991102116,35
494,0.197143287205664,20260848,0.387126991102116,35
495,0.13898950273416333,20260848,0.387126991102116,35
496,0.03254184740107091,20260848,0.387126991102116,35
497,0.12675496143350107,20260848,0.387126991102116,35
498,0.03331503463454133,20260848,0.387126991102116,35
499,0.14281264008713845,20260848,0.387126991102116,35
500,0.037082269489658426,20260848,0.387126991102116,35
501,0.05861733256894597,20260848,0.387126991102116,35
502,0.026785379466956916,20260848,0.387126991102116,35
503,0.06919091419415213,20260848,0.387126991102116,35
504,0.04756643111625225,20260848,0.387126991102116,35
505,0.06405678439032558,20260848,0.387126991102116,35
506,0.2761339120343097,20260848,0.387126991102116,35
507,0.2081751884136337,20260848,0.387126991102116,35
508,0.04042332816832406,20260848,0.387126991102116,35
509,0.05149931254867779,20260848,0.387126991102116,35
510,0.22731204620144452,20260848,0.387126991102116,35
511,0.21926242178728217,20260848,0.387126991102116,35
512,0.2359361495164034,20260848,0.387126991102116,35
513,0.017808385632200885,20260848,0.387126991102116,35
514,0.01005880409983495,20260848,0.387126991102116,35
515,0.04167446873475966,20260848,0.387126991102116,35
516,0.11031995403805994,20260848,0.387126991102116,35
517,0.10973868208087234,20260848,0.387126991102116,35
518,0.058324351185917944,20260848,0.387126991102116,35
519,0.0184676536203634,20260848,0.387126991102116,35
520,0.013641292335291877,20260848,0.387126991102116,35
521,0.21612256654002326,20260848,0.387126991102116,35
522,0.005715500490157899,20260848,0.387126991102116,35
523,0.06697646800017543,20260848,0.387126991102116,35
524,0.058993281724969204,20260848,0.387126991102116,35
525,0.02814157728831035,20260848,0.387126991102116,35
526,0.12399914486830133,20260848,0.387126991102116,35
527,0.011331215637947367,20260848,0.387126991102116,35
528,0.026880792612156368,20260848,0.387126991102116,35
529,0.043771361289855704,20260848,0.387126991102116,35
530,0.1119041243367409,20260848,0.387126991102116,35
531,0.07909393376105434,20260848,0.387126991102116,35
532,0.07097256526847551,20260848,0.387126991102116,35
533,0.07130944518664728,20260848,0.387126991102116,35
534,0.06901439440329105,20260848,0.387126991102116,35
535,0.07838597257557123,20260848,0.387126991102116,35
536,0.037981439405876505,20260848,0.387126991102116,35
537,0.19916126891239638,20260848,0.387126991102116,35
538,0.18140008309333933,20260848,0.387126991102116,35
539,0.08791623041776098,20260848,0.387126991102116,35
540,0.03565428545238891,20260848,0.387126991102116,35
541,0.09791108966771245,20260848,0.387126991102116,35
542,0.06620756527316096,20260848,0.387126991102116,35
543,0.13130126895564476,20260848,0.387126991102116,35
544,0.10901173851178969,20260848,0.387126991102116,35
545,0.07182267258270114,20260848,0.387126991102116,35
546,0.01881895379045384,20260848,0.387126991102116,35
547,0.09906491528376882,20260848,0.387126991102116,35
548,0.06758669998460587,20260848,0.387126991102116,35
549,0.11870653030321465,20260848,0.387126991102116,35
550,0.032395210004447894,20260848,0.387126991102116,35
551,0.0012501588804180175,20260848,0.387126991102116,35
552,0.004387292715396174,20260848,0.387126991102116,35
553,0.009433078071567902,20260848,0.387126991102116,35
554,0.051564561018493604,20260848,0.387126991102116,35
555,0.07211108348977091,20260848,0.387126991102116,35
556,0.007537164409002206,20260848,0.387126991102116,35
