run_state,method_id,reference_state,reference_method_id,reference_tier,tier,reliability_pass,n_reporters
checkpoint_average,scpair_ops,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,True,3
checkpoint_average,scpair_ops,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,False,9
checkpoint_average,scpair_ops,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,True,29
checkpoint_average,scpair_ops,checkpoint_average,coherent_median_ensemble,quantitative_proxy,ranking_proxy,True,1
checkpoint_average,scpair_ops,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,True,6
checkpoint_average,scpair_ops,checkpoint_average,coherent_median_ensemble,ranking_proxy,unresolved,True,1
checkpoint_average,scpair_ops,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,True,3
checkpoint_average,tabm_specialists,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,True,3
checkpoint_average,tabm_specialists,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,False,9
checkpoint_average,tabm_specialists,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,True,25
checkpoint_average,tabm_specialists,checkpoint_average,coherent_median_ensemble,quantitative_proxy,ranking_proxy,True,4
checkpoint_average,tabm_specialists,checkpoint_average,coherent_median_ensemble,quantitative_proxy,unresolved,True,1
checkpoint_average,tabm_specialists,checkpoint_average,coherent_median_ensemble,ranking_proxy,quantitative_proxy,True,1
checkpoint_average,tabm_specialists,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,True,5
checkpoint_average,tabm_specialists,checkpoint_average,coherent_median_ensemble,ranking_proxy,unresolved,True,1
checkpoint_average,tabm_specialists,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,True,3
single,catboost_multirmse,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,True,3
single,catboost_multirmse,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,False,9
single,catboost_multirmse,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,True,30
single,catboost_multirmse,checkpoint_average,coherent_median_ensemble,ranking_proxy,quantitative_proxy,True,1
single,catboost_multirmse,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,True,6
single,catboost_multirmse,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,True,3
single,coherent_median_ensemble,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,True,3
single,coherent_median_ensemble,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,False,9
single,coherent_median_ensemble,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,True,30
single,coherent_median_ensemble,checkpoint_average,coherent_median_ensemble,ranking_proxy,quantitative_proxy,True,1
single,coherent_median_ensemble,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,True,6
single,coherent_median_ensemble,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,True,3
single,gbdt,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,True,3
single,gbdt,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,False,9
single,gbdt,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,True,30
single,gbdt,checkpoint_average,coherent_median_ensemble,ranking_proxy,quantitative_proxy,True,1
single,gbdt,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,True,6
single,gbdt,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,True,3
single,midas_ops,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,True,3
single,midas_ops,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,False,9
single,midas_ops,checkpoint_average,coherent_median_ensemble,quantitative_proxy,measurement_required,True,3
single,midas_ops,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,True,9
single,midas_ops,checkpoint_average,coherent_median_ensemble,quantitative_proxy,ranking_proxy,True,15
single,midas_ops,checkpoint_average,coherent_median_ensemble,quantitative_proxy,unresolved,True,3
single,midas_ops,checkpoint_average,coherent_median_ensemble,ranking_proxy,measurement_required,True,4
single,midas_ops,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,True,3
single,midas_ops,checkpoint_average,coherent_median_ensemble,unresolved,measurement_required,True,2
single,midas_ops,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,True,1
single,mlp,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,True,3
single,mlp,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,False,9
single,mlp,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,True,30
single,mlp,checkpoint_average,coherent_median_ensemble,ranking_proxy,quantitative_proxy,True,1
single,mlp,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,True,6
single,mlp,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,True,3
single,multitab_pilot,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,True,3
single,multitab_pilot,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,False,9
single,multitab_pilot,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,True,29
single,multitab_pilot,checkpoint_average,coherent_median_ensemble,quantitative_proxy,ranking_proxy,True,1
single,multitab_pilot,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,True,7
single,multitab_pilot,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,True,3
single,resmlp_52head,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,True,3
single,resmlp_52head,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,False,9
single,resmlp_52head,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,True,28
single,resmlp_52head,checkpoint_average,coherent_median_ensemble,quantitative_proxy,ranking_proxy,True,2
single,resmlp_52head,checkpoint_average,coherent_median_ensemble,ranking_proxy,quantitative_proxy,True,1
single,resmlp_52head,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,True,5
single,resmlp_52head,checkpoint_average,coherent_median_ensemble,ranking_proxy,unresolved,True,1
single,resmlp_52head,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,True,3
single,ridge,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,True,3
single,ridge,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,False,9
single,ridge,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,True,29
single,ridge,checkpoint_average,coherent_median_ensemble,quantitative_proxy,ranking_proxy,True,1
single,ridge,checkpoint_average,coherent_median_ensemble,ranking_proxy,quantitative_proxy,True,1
single,ridge,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,True,6
single,ridge,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,True,3
single,scbutterfly_ops_b,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,True,3
single,scbutterfly_ops_b,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,False,9
single,scbutterfly_ops_b,checkpoint_average,coherent_median_ensemble,quantitative_proxy,measurement_required,True,4
single,scbutterfly_ops_b,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,True,14
single,scbutterfly_ops_b,checkpoint_average,coherent_median_ensemble,quantitative_proxy,ranking_proxy,True,10
single,scbutterfly_ops_b,checkpoint_average,coherent_median_ensemble,quantitative_proxy,unresolved,True,2
single,scbutterfly_ops_b,checkpoint_average,coherent_median_ensemble,ranking_proxy,measurement_required,True,3
single,scbutterfly_ops_b,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,True,3
single,scbutterfly_ops_b,checkpoint_average,coherent_median_ensemble,ranking_proxy,unresolved,True,1
single,scbutterfly_ops_b,checkpoint_average,coherent_median_ensemble,unresolved,measurement_required,True,1
single,scbutterfly_ops_b,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,True,2
single,scpair_ops,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,True,3
single,scpair_ops,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,False,9
single,scpair_ops,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,True,29
single,scpair_ops,checkpoint_average,coherent_median_ensemble,quantitative_proxy,ranking_proxy,True,1
single,scpair_ops,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,True,6
single,scpair_ops,checkpoint_average,coherent_median_ensemble,ranking_proxy,unresolved,True,1
single,scpair_ops,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,True,3
single,tabm_specialists,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,True,3
single,tabm_specialists,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,False,9
single,tabm_specialists,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,True,26
single,tabm_specialists,checkpoint_average,coherent_median_ensemble,quantitative_proxy,ranking_proxy,True,4
single,tabm_specialists,checkpoint_average,coherent_median_ensemble,ranking_proxy,quantitative_proxy,True,1
single,tabm_specialists,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,True,6
single,tabm_specialists,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,True,3
